ID	source_form	phon_form	notes	source	cognate_class	reliability	original_cognate_class
149	ROYKUR			DyenDB	149-002	A	149-002
150	SLAETTUR			DyenDB	150-205	A	150-207
151	(HOGG)ORMUR, ALANGA			DyenDB	151-201	A	151-202
152	KAVI			DyenDB		A	
153	NAKRIR			DyenDB	153-200	A	153-200
154	SPYTA			DyenDB	154-205	A	154-206
155	KLUGVA			DyenDB	155-003	A	155-003
156	KROYSTA			DyenDB	156-010	A	156-010
157	STINGA			DyenDB	157-004	A	157-004
158	STANDA			DyenDB	158-202	A	158-205
159	STJORNA			DyenDB	159-004	A	159-004
160	STAVUR			DyenDB		A	
161	STEINUR, GROT			DyenDB	161-004	A	161-004
162	RAETTUR, BEINUR			DyenDB	162-203	A	162-204
163	SUGVA			DyenDB	163-202	A	163-206
164	SOL			DyenDB	164-203	A	164-203
165	TRUTNA, BOLGNA			DyenDB	165-006	A	165-006
166	SVIMJA			DyenDB	166-002	A	166-002
167	HALI			DyenDB	167-004	A	167-004
168	TANN, HIN			DyenDB	168-200	A	168-200
169	HAR			DyenDB	169-004	A	169-004
170	TEIR			DyenDB	170-200	A	170-200
171	TJUKKUR, DIGUR			DyenDB	171-212	A	171-212
172	TUNNUR			DyenDB	172-002	A	172-002
173	HUGSA			DyenDB	173-006	A	173-006
174	HETTA			DyenDB	174-200	A	174-200
175	TU			DyenDB	175-200	A	175-200
176	TRIGGIR			DyenDB	176-002	A	176-002
177	KASTA			DyenDB	177-002	A	177-002
178	BINDA			DyenDB	178-203	A	178-203
179	TUNGA			DyenDB	179-200	A	179-200
180	TONN			DyenDB	180-003	A	180-003
181	TRAE			DyenDB	181-206	A	181-206
182	SNUGVA			DyenDB	182-208	A	182-208
183	TVEIR			DyenDB	183-002	A	183-002
184	SPYGGJA			DyenDB	184-212	A	184-212
185	GANGA			DyenDB	185-005	A	185-005
186	HEITUR, LYGGJUR			DyenDB		A	
187	TVAA			DyenDB	187-009	A	187-009
188	VATN			DyenDB	188-004	A	188-004
189	VIT			DyenDB	189-002	A	189-002
190	VATUR			DyenDB	190-005	A	190-005
191	HVAT			DyenDB	191-003	A	191-003
192	NAER			DyenDB	192-200	A	192-202
193	HVAR			DyenDB	193-200	A	193-200
194	HVITUR			DyenDB	194-205	A	194-205
195	HVOR			DyenDB	195-200	A	195-200
196	VIDUR, BREIDUR			DyenDB	196-200	A	196-201
197	KONA			DyenDB	197-200	A	197-200
198	VINDUR			DyenDB	198-200	A	198-202
199	VONGUR			DyenDB	199-002	A	199-002
200	TURKA			DyenDB	200-008	A	200-008
201	VID			DyenDB	201-209	A	201-209
202	KONA			DyenDB	202-204	A	202-204
203	SKOG(V)UR			DyenDB	203-002	A	203-002
204	MADKUR, ORMUR			DyenDB	204-203	A	204-204
205	TIT			DyenDB	205-005	A	205-005
206	AR			DyenDB	206-004	A	206-004
207	GULUR			DyenDB	207-200	A	207-200
