ID	source_form	phon_form	notes	source	cognate_class	reliability	original_cognate_class
136	SEMUNDER			DyenDB	136-005	A	136-005
137	DEKHNA			DyenDB	137-010	A	137-010
138	BI			DyenDB	138-002	A	138-002
139	SYUNA			DyenDB	139-200	A	139-200
140	TIKKHA			DyenDB		A	
141	MEDRA			DyenDB		A	
142	GONA			DyenDB	142-002	A	142-002
143	BETHNA			DyenDB	143-205	A	143-205
144	PINDA			DyenDB		A	
145	ESMAN			DyenDB	145-005	A	145-005
146	SONA			DyenDB	146-200	A	146-200
147	CHOTTA			DyenDB	147-204	A	147-204
148	SUNGENA			DyenDB	148-208	A	148-208
149	TUA			DyenDB	149-200	A	149-200
150	IK+SAR			DyenDB		A	
151	SEPP			DyenDB	151-006	A	151-006
152	BEREPH			DyenDB	152-002	A	152-002
153	KUS			DyenDB	153-204	A	153-204
154	THUKKENA			DyenDB	154-202	A	154-202
155	VEKKH+KERNA			DyenDB		A	
156	NECORNA			DyenDB	156-018	A	156-018
157	CURA+MARNA			DyenDB	157-202	A	157-204
158	KHELONA			DyenDB	158-201	A	158-201
159	TARA			DyenDB	159-004	A	159-004
160	SOTTI			DyenDB		A	
161	PETTHER			DyenDB	161-009	A	161-009
162	SIDDA			DyenDB	162-006	A	162-006
163	CUSNA			DyenDB	163-002	A	163-002
164	SUREJ			DyenDB	164-203	A	164-203
165	PHULLENA			DyenDB	165-005	A	165-005
166	TERNA			DyenDB	166-004	A	166-004
167	PUCH			DyenDB	167-006	A	167-006
168	O			DyenDB	168-200	A	168-204
169	OTTHE			DyenDB	169-203	A	169-205
170	O			DyenDB	170-210	A	170-210
171	GARA			DyenDB		A	
172	PETLA			DyenDB	172-200	A	172-203
173	SOCNA			DyenDB	173-206	A	173-206
174	E			DyenDB	174-200	A	174-204
175	TU			DyenDB	175-200	A	175-200
176	TINN			DyenDB	176-002	A	176-002
177	SUTTENA			DyenDB	177-003	A	177-003
178	BENNENA			DyenDB	178-203	A	178-203
179	JIB			DyenDB	179-200	A	179-200
180	DEND			DyenDB	180-003	A	180-003
181	DEREKHET			DyenDB	181-200	A	181-200
182	MORNA			DyenDB	182-002	A	182-002
183	DO			DyenDB	183-002	A	183-002
184	KE+KERNA			DyenDB		A	
185	TURNA			DyenDB	185-015	A	185-015
186	GEREM			DyenDB	186-002	A	186-002
187	TONA			DyenDB	187-200	A	187-200
188	PANI			DyenDB	188-200	A	188-202
189	ESI			DyenDB	189-002	A	189-002
190	GILLA			DyenDB		A	
191	KI			DyenDB	191-003	A	191-003
192	KED, KEDO			DyenDB	192-200	A	192-200
193	KITTHE			DyenDB	193-200	A	193-200
194	CITTA			DyenDB		A	
195	KON			DyenDB	195-200	A	195-200
196	CORA			DyenDB	196-206	A	196-208
197	VOTTI			DyenDB		A	
198	VA			DyenDB	198-200	A	198-202
199	PER			DyenDB	199-010	A	199-010
200	PUJNA			DyenDB	200-014	A	200-014
201	NAL			DyenDB	201-002	A	201-002
202	ORET, TIVI			DyenDB	202-205	A	202-206
203	JENGEL			DyenDB	203-212	A	203-214
204	KIRA			DyenDB	204-004	A	204-004
205	TUSI			DyenDB	205-003	A	205-003
206	SAL			DyenDB	206-200	A	206-202
207	PILLA			DyenDB	207-204	A	207-204
