ID	source_form	phon_form	notes	source	cognate_class	reliability	original_cognate_class
132	SALT			DyenDB	132-002	A	132-002
133	SAND			DyenDB	133-004	A	133-004
134	SI			DyenDB	134-005	A	134-005
135	KLO			DyenDB	135-003	A	135-003
136	SJO			DyenDB	136-200	A	136-202
137	SE			DyenDB	137-005	A	137-005
138	FRO			DyenDB	138-003	A	138-003
139	SY			DyenDB	139-200	A	139-200
140	SKARP			DyenDB	140-004	A	140-004
141	KORT			DyenDB	141-003	A	141-003
142	SYNGE			DyenDB	142-005	A	142-005
143	SITTE			DyenDB	143-200	A	143-200
144	HUD			DyenDB	144-200	A	144-202
145	HIMMEL			DyenDB	145-200	A	145-200
146	SOVE			DyenDB	146-200	A	146-200
147	LITEN			DyenDB	147-010	A	147-010
148	LUKTE			DyenDB	148-002	A	148-002
149	ROK			DyenDB	149-002	A	149-002
150	GLATT, JEVN			DyenDB	150-205	A	150-209
151	ORM			DyenDB	151-201	A	151-201
152	SNE			DyenDB	152-004	A	152-004
153	NOEN			DyenDB	153-200	A	153-200
154	SPYTTE			DyenDB	154-205	A	154-206
155	KLOVE			DyenDB	155-003	A	155-003
156	KLEMME			DyenDB	156-008	A	156-008
157	STIKKE			DyenDB	157-003	A	157-003
158	STA			DyenDB	158-202	A	158-205
159	STJERNE			DyenDB	159-004	A	159-004
160	STOKK			DyenDB	160-013	A	160-013
161	STEN			DyenDB	161-004	A	161-004
162	RETT			DyenDB	162-203	A	162-203
163	SU			DyenDB	163-202	A	163-206
164	SOL			DyenDB	164-203	A	164-203
165	HOVNE OPP			DyenDB		A	
166	SVOMME			DyenDB	166-002	A	166-002
167	HALE			DyenDB	167-004	A	167-004
168	DEN, DET			DyenDB	168-200	A	168-200
169	DER			DyenDB	169-203	A	169-203
170	DE			DyenDB	170-200	A	170-200
171	TYKK			DyenDB	171-212	A	171-212
172	TYNN			DyenDB	172-002	A	172-002
173	TENKE			DyenDB	173-003	A	173-003
174	DENNE, DETTE			DyenDB	174-200	A	174-205
175	DU			DyenDB	175-200	A	175-200
176	TRE			DyenDB	176-002	A	176-002
177	KASTE			DyenDB	177-002	A	177-002
178	BINDE			DyenDB	178-203	A	178-203
179	TUNGE			DyenDB	179-200	A	179-200
180	TANN			DyenDB	180-003	A	180-003
181	TRE			DyenDB	181-206	A	181-206
182	SNU			DyenDB	182-208	A	182-208
183	TO			DyenDB	183-002	A	183-002
184	KASTE OPP			DyenDB	184-212	A	184-215
185	GA			DyenDB	185-005	A	185-005
186	VARM			DyenDB	186-002	A	186-002
187	VASKE			DyenDB	187-006	A	187-006
188	VANN			DyenDB	188-004	A	188-004
189	VI			DyenDB	189-002	A	189-002
190	VAT			DyenDB	190-005	A	190-005
191	HVAD			DyenDB	191-003	A	191-003
192	NAR			DyenDB	192-200	A	192-202
193	HVOR			DyenDB	193-200	A	193-200
194	HVIT			DyenDB	194-205	A	194-205
195	HVEM			DyenDB	195-200	A	195-200
196	VID, BRED			DyenDB	196-200	A	196-201
197	KONE			DyenDB	197-200	A	197-200
198	VIND			DyenDB	198-200	A	198-202
199	VINGE			DyenDB	199-002	A	199-002
200	TORKE			DyenDB	200-008	A	200-008
201	MED			DyenDB	201-205	A	201-205
202	DAME			DyenDB		A	
203	SKOG			DyenDB	203-002	A	203-002
204	MARK			DyenDB	204-203	A	204-203
205	DERE			DyenDB		A	
206	AR			DyenDB	206-004	A	206-004
207	GUL			DyenDB	207-200	A	207-200
