ID	source_form	phon_form	notes	source	cognate_class	reliability	original_cognate_class
069	HAN			DyenDB	069-003	A	069-003
070	ER, HIJKE			DyenDB	070-200	A	070-208
071	HAED, KOP			DyenDB	071-200	A	071-203
072	HEARE			DyenDB	072-003	A	072-003
073	HART			DyenDB	073-200	A	073-200
074	LEADICH, POUNICH			DyenDB		A	
075	HJIR, HJIRRE			DyenDB	075-003	A	075-003
076	SLAEN			DyenDB	076-200	A	076-200
077	FESTHALDE, HALDE			DyenDB	077-200	A	077-200
079	HO'T			DyenDB	079-200	A	079-200
080	JEIJE			DyenDB	080-007	A	080-007
082	IK, IKKE			DyenDB	082-200	A	082-200
083	IIS			DyenDB	083-005	A	083-005
084	OF			DyenDB	084-007	A	084-007
085	BINNEN			DyenDB	085-200	A	085-200
086	DEADZJE, DEIJE			DyenDB	086-205	A	086-207
088	WITTEN			DyenDB	088-200	A	088-200
090	GIIZJE, LAEITSJE, LAITSJE			DyenDB	090-200	A	090-200
091	BLED			DyenDB	091-204	A	091-204
092	LINKS			DyenDB	092-006	A	092-006
093	BONKJE			DyenDB	093-200	A	093-202
095	LEVE			DyenDB	095-002	A	095-002
096	LEVER			DyenDB	096-002	A	096-002
097	LANG			DyenDB	097-200	A	097-200
098	FLIE, LUS, LUS			DyenDB	098-200	A	098-200
099	MAN			DyenDB	099-203	A	099-205
100	BOT, RJUE			DyenDB		A	
101	FLEIS, FLESK, FLESK			DyenDB	101-006	A	101-006
103	MEM			DyenDB	103-200	A	103-208
104	BERCH			DyenDB	104-200	A	104-200
105	HAPPERT, MULWIRK, SNAPPERT			DyenDB	105-200	A	105-202
106	NAMME			DyenDB	106-003	A	106-003
107	NAU			DyenDB	107-200	A	107-208
108	NJONKE(N)			DyenDB	108-400	C	108-400
109	HALS, NEKKE			DyenDB	109-204	A	109-205
110	NIJ			DyenDB	110-200	A	110-200
111	JOUN, NACHT			DyenDB	111-004	A	111-004
112	NOAS			DyenDB	112-005	A	112-005
113	NE			DyenDB	113-005	A	113-005
114	ALD			DyenDB	114-006	A	114-006
116	OAR			DyenDB	116-205	A	116-205
117	MINSKE			DyenDB	117-209	A	117-216
118	BOARTSJE, SPYLJE			DyenDB	118-203	A	118-205
119	LUKE, TREKKE			DyenDB	119-004	A	119-004
120	DOMPE, TRIUWE			DyenDB	120-012	A	120-012
121	REINE			DyenDB	121-002	A	121-002
122	READ, REA			DyenDB	122-003	A	122-003
125	REVIER, RIVIER			DyenDB	125-200	A	125-200
126	PAED			DyenDB	126-016	A	126-016
127	WOARTEL			DyenDB	127-003	A	127-003
128	TOU			DyenDB	128-006	A	128-006
129	ROTSJE			DyenDB	129-200	A	129-200
131	WRIUWE			DyenDB	131-203	A	131-203
132	SALT			DyenDB	132-002	A	132-002
133	SAN			DyenDB	133-004	A	133-004
134	SIZZE			DyenDB	134-005	A	134-005
135	SKRAB, SKRAEB			DyenDB	135-208	A	135-208
136	SE			DyenDB	136-200	A	136-202
137	SJEN			DyenDB	137-005	A	137-005
138	SIE, SIED			DyenDB	138-200	A	138-200
139	NAEIJE, NIDDELJE			DyenDB	139-004	A	139-004
140	SKERP			DyenDB	140-004	A	140-004
141	KOART			DyenDB	141-003	A	141-003
142	SJONGE			DyenDB	142-005	A	142-005
143	SITTE			DyenDB	143-200	A	143-200
144	HUD			DyenDB	144-200	A	144-202
145	HIMEL, HIMMEL			DyenDB	145-200	A	145-200
146	SLIEPE			DyenDB	146-005	A	146-005
147	KLIEN			DyenDB	147-002	A	147-002
148	STJONKE			DyenDB		A	
149	REEK, RIIK			DyenDB	149-002	A	149-002
150	GLAD			DyenDB	150-205	A	150-209
151	SLANG, SLANGE			DyenDB	151-203	A	151-203
152	SNIE			DyenDB	152-004	A	152-004
153	GUN(T)			DyenDB		A	
154	SPIJE			DyenDB	154-205	A	154-206
155	SPJALTE, SPLISSE, SPLITSE			DyenDB	155-002	A	155-002
156	WRINGE			DyenDB	156-003	A	156-003
157	STYKJE			DyenDB	157-003	A	157-003
158	STEAN			DyenDB	158-202	A	158-205
159	STER(RE), STJIR(RE)			DyenDB	159-004	A	159-004
160	STOK			DyenDB	160-013	A	160-013
161	STIEN			DyenDB	161-004	A	161-004
162	RJUCHT			DyenDB	162-203	A	162-203
163	SUGE, SUGJE			DyenDB	163-202	A	163-206
164	SINNE			DyenDB	164-203	A	164-203
165	FORBOLGEN			DyenDB	165-006	A	165-006
166	SWIMME			DyenDB	166-002	A	166-002
167	STIRT			DyenDB	167-200	A	167-202
168	DAT, DET			DyenDB	168-200	A	168-200
169	DER, DERRE			DyenDB	169-203	A	169-203
170	SE			DyenDB	170-200	A	170-200
171	TSJOK, TSJUK			DyenDB	171-212	A	171-212
172	TIN			DyenDB	172-002	A	172-002
173	TINKE			DyenDB	173-003	A	173-003
174	DY, DIT, DITTE			DyenDB	174-200	A	174-205
175	DOU, DU			DyenDB	175-200	A	175-200
176	TRIJE			DyenDB	176-002	A	176-002
177	DROAIJE, WERPE			DyenDB	177-211	A	177-212
178	FLEUGELJE, STRUSE			DyenDB		A	
179	BLAEIJER, TONGE			DyenDB	179-200	A	179-200
180	TOSK			DyenDB		A	
181	BOME			DyenDB	181-004	A	181-004
182	DRAEIJE, WIELE, WIELJE			DyenDB	182-003	A	182-003
183	TWA			DyenDB	183-002	A	183-002
184	SPUIJE			DyenDB	184-212	A	184-212
185	LIPPEN, SOALJE			DyenDB	185-014	A	185-014
186	WAERM			DyenDB	186-002	A	186-002
187	GROBBELJE, WAECHSE			DyenDB	187-006	A	187-006
188	WETTER			DyenDB	188-004	A	188-004
189	WY			DyenDB	189-002	A	189-002
190	WIET			DyenDB	190-005	A	190-005
191	DET, HWAT			DyenDB	191-003	A	191-003
192	HONEAR, HWENNEAR			DyenDB	192-200	A	192-200
193	DER'T			DyenDB		A	
194	WYT			DyenDB	194-205	A	194-205
195	HWA, HWA'T			DyenDB	195-200	A	195-200
196	WIID			DyenDB	196-200	A	196-200
197	FROU			DyenDB	197-005	A	197-005
198	WYN			DyenDB	198-200	A	198-202
199	WJOK, WJUK			DyenDB		A	
200	FEIJE			DyenDB	200-002	A	200-002
201	MEI			DyenDB	201-205	A	201-205
202	MINSKE			DyenDB		A	
203	BOSK			DyenDB	203-209	A	203-209
204	WJIRM			DyenDB	204-203	A	204-205
205	JY, JO, JIM(ME)			DyenDB	205-200	A	205-200
206	JIER			DyenDB	206-004	A	206-004
207	GEEL			DyenDB	207-200	A	207-200
