ID	source_form	phon_form	notes	source	cognate_class	reliability
113	NIE			DyenDB	113-005	A
114	OUD, OU			DyenDB	114-006	A
115	EEN			DyenDB	115-200	A
116	ANDER			DyenDB	116-205	A
117	PERSOON			DyenDB	117-220	A
118	SPEEL			DyenDB	118-205	A
119	TREK			DyenDB	119-004	A
120	VOORT-DRYF, VOORT-DRYWE			DyenDB	120-012	A
121	REEN, REGENT			DyenDB	121-002	A
122	ROOI			DyenDB	122-003	A
123	REG			DyenDB	123-200	A
124	REG			DyenDB	124-200	A
125	RIVIER			DyenDB	125-004	A
126	WEG			DyenDB	126-209	A
127	WORTEL			DyenDB	127-003	A
128	TOU			DyenDB	128-006	A
129	ROT, VERROT, BEDERF, BEDERWE			DyenDB	129-200	A
131	VRYF, VRYWE, SKUUR			DyenDB	131-204	A
132	SOUT			DyenDB	132-002	A
133	SAND			DyenDB	133-004	A
134	SE			DyenDB	134-005	A
135	KRAP			DyenDB	135-207	A
136	SEE			DyenDB	136-202	A
137	SIEN			DyenDB	137-005	A
138	SAAD			DyenDB	138-200	A
139	NAAIE			DyenDB	139-004	A
140	SKERP			DyenDB	140-004	A
141	KORT			DyenDB	141-003	A
142	SING			DyenDB	142-005	A
143	SIT			DyenDB	143-200	A
144	HUID			DyenDB	144-202	A
145	HEMEL, LUG			DyenDB	145-200	A
146	SLAAP			DyenDB	146-005	A
147	KLEIN			DyenDB	147-002	A
148	RUIK			DyenDB	148-003	A
149	ROOK			DyenDB	149-002	A
150	GLAD, SAG			DyenDB	150-209	A
151	SLANG			DyenDB	151-203	A
152	KAPOK, SNEEU			DyenDB	152-004	A
153	ENIGE, PARTY, SOMMIGE			DyenDB	153-202	A
154	SPU(UG), SPOE(G)			DyenDB	154-206	A
155	SPLITS, VERDEEL			DyenDB	155-002	A
156	UITPERS			DyenDB	156-002	A
157	STEEK			DyenDB	157-003	A
158	STAAN			DyenDB	158-205	A
159	STER			DyenDB	159-004	A
160	STOK			DyenDB	160-013	A
161	STEEN			DyenDB	161-004	A
162	REG			DyenDB	162-203	A
163	SUIG, SUIE			DyenDB	163-206	A
164	SON			DyenDB	164-203	A
165	OPSWEL, SWEL			DyenDB	165-002	A
166	SWEM			DyenDB	166-002	A
167	STERT			DyenDB	167-202	A
168	DAT			DyenDB	168-200	A
169	DAAR			DyenDB	169-203	A
170	HULLE, HUL			DyenDB		A
171	DIK, DIG, TROEBEL, TROEWEL			DyenDB	171-212	A
172	DUN			DyenDB	172-002	A
173	DINK			DyenDB	173-003	A
174	DIE, DIT, NIERDIE			DyenDB	174-205	A
175	U, JY			DyenDB	175-003	A
176	DRIE			DyenDB	176-002	A
177	GOOI, SMYT			DyenDB	177-215	A
178	VASMAAK, BIND(E), AANBIND(E)			DyenDB	178-203	A
179	TONG			DyenDB	179-200	A
180	TAND			DyenDB	180-003	A
181	BOOM			DyenDB	181-004	A
182	OMDRAAI, DRAAI, KEER			DyenDB	182-003	A
183	TWEE			DyenDB	183-002	A
184	BRAAK, VOMEER, VERMEER			DyenDB	184-003	A
185	LOOP, VOETSLAAN			DyenDB	185-014	A
186	WARM			DyenDB	186-002	A
187	WAS			DyenDB	187-006	A
188	WATER			DyenDB	188-004	A
189	ONS			DyenDB	189-002	A
190	NAT			DyenDB	190-004	A
191	WAT, WATTER, HOE			DyenDB	191-003	A
192	WANNEER, TOE, AS			DyenDB	192-200	A
193	WAAR, WAARHEEN			DyenDB	193-200	A
194	WIT			DyenDB	194-205	A
195	WIE			DyenDB	195-200	A
196	WYDE			DyenDB	196-200	A
197	VROU, EGGENOTE, GADE			DyenDB	197-005	A
198	WIND			DyenDB	198-202	A
199	VLEUEL			DyenDB	199-004	A
200	AFDROE, AFDROOG, AFVEE(G)			DyenDB	200-002	A
201	MET			DyenDB	201-205	A
202	VROU			DyenDB	202-002	A
203	BOS			DyenDB	203-209	A
204	WURM			DyenDB	204-205	A
205	JULLE, JUL			DyenDB	205-200	A
206	JAAR			DyenDB	206-004	A
207	GEEL			DyenDB	207-200	A
