ID	source_form	phon_form	notes	source	cognate_class	reliability
128	RESSA			DyenDB	128-200	A
129	SERA			DyenDB	129-010	A
131	REGERNA			DyenDB	131-005	A
132	NEMEK			DyenDB		A
133	BALU			DyenDB	133-202	A
134	KEHNA			DyenDB	134-206	A
135	KHEROCNA			DyenDB	135-211	A
136	SEMUDR, SAGER			DyenDB	136-005	A
137	DEKHNA			DyenDB	137-010	A
138	BIJ			DyenDB	138-002	A
139	SINA			DyenDB	139-200	A
140	TEJ			DyenDB	140-006	A
141	CHOTA			DyenDB	141-008	A
142	GANA			DyenDB	142-002	A
143	BETHNA			DyenDB	143-205	A
144	CAM			DyenDB	144-206	A
145	AKAS, ASMAN			DyenDB	145-006	A
146	SONA			DyenDB	146-200	A
147	CHOTA			DyenDB	147-204	A
148	SUGHNA			DyenDB	148-208	A
149	DHUA			DyenDB	149-200	A
150	CIKNA			DyenDB	150-100	C
151	SAP			DyenDB	151-006	A
152	BERPH			DyenDB	152-002	A
153	KUCH, KOI, KEI			DyenDB	153-204	A
154	KHUKNA			DyenDB		A
155	CIRNA			DyenDB	155-200	A
156	NICORNA			DyenDB	156-018	A
157	CHURA+MARNA			DyenDB	157-204	A
158	KHERA+HONA			DyenDB	158-200	A
159	TARA			DyenDB	159-004	A
160	DENDA			DyenDB	160-007	A
161	PETTHER			DyenDB	161-009	A
162	SIDHA			DyenDB	162-006	A
163	CUSNA			DyenDB	163-002	A
164	SUREJ			DyenDB	164-203	A
165	PHULNA			DyenDB	165-005	A
166	TERNA			DyenDB	166-004	A
167	PUCH			DyenDB	167-006	A
168	VOH			DyenDB	168-204	A
169	VEHA			DyenDB	169-205	A
170	VE, YE			DyenDB	170-206	A
171	MOTA			DyenDB	171-204	A
172	DUBLA, PETLA			DyenDB	172-202	A
173	SOCNA			DyenDB	173-206	A
174	YEH			DyenDB	174-204	A
175	TU			DyenDB	175-200	A
176	TIN			DyenDB	176-002	A
177	PHEKNA			DyenDB	177-007	A
178	BADHNA			DyenDB	178-203	A
179	JIBH			DyenDB	179-200	A
180	DAT			DyenDB	180-003	A
181	PER			DyenDB		A
182	MURNA			DyenDB	182-002	A
183	DO			DyenDB	183-002	A
184	ULTI+KERNA			DyenDB	184-204	A
185	CELNA			DyenDB	185-003	A
186	GEREM			DyenDB	186-002	A
187	DHONA			DyenDB	187-200	A
188	PANI			DyenDB	188-202	A
189	HEM			DyenDB	189-002	A
190	BHIGA			DyenDB	190-200	A
191	KYA			DyenDB	191-003	A
192	KEB			DyenDB	192-200	A
193	KEHA			DyenDB	193-200	A
194	SEPHED			DyenDB	194-002	A
195	KON			DyenDB	195-200	A
196	CORA			DyenDB	196-208	A
197	PETNI			DyenDB	197-213	A
198	VAYU, HEVA			DyenDB	198-203	A
199	PENKH			DyenDB	199-005	A
200	MITANA			DyenDB		A
201	SATH			DyenDB	201-200	A
202	ORET, STRI			DyenDB	202-207	A
203	JENGEL			DyenDB	203-214	A
204	KIRA			DyenDB	204-004	A
205	TUM (INFORMAL), AP (FORMAL)			DyenDB	205-003	A
206	SAL, VERS			DyenDB	206-201	A
207	PILA			DyenDB	207-203	A
